ComplexID	ComplexName	Organism	Synonyms	Cell line	subunits(UniProt IDs)	subunits(Entrez IDs)	Protein complex purification method	GO ID	GO description	FunCat ID	FunCat description	subunits(Gene name)	Subunits comment	PubMed ID	Complex comment	Disease comment	SWISSPROT organism	subunits(Gene name syn)	subunits(Protein name)
7074	GNAI1-GNB4-GNG8 complex	Human	G-protein alphai1-beta4-gamma8 complex	None	P63096;Q9HAV0;Q9UK08	2770;59345;94235	MI:0019-coimmunoprecipitation	None	None	None	None	GNAI1;GNB4;GNG8	None	25733868	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	None;None;GNG9,GNGT9	Guanine nucleotide-binding protein G;Guanine nucleotide-binding protein subunit beta-4;Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-8
7075	GNAI1-GNB5-GNG8 complex	Human	G-protein alphai1-beta5-gamma8 complex	None	O14775;P63096;Q9UK08	10681;2770;94235	MI:0019-coimmunoprecipitation	None	None	None	None	GNB5;GNAI1;GNG8	None	25733868	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	None;None;GNG9,GNGT9	Guanine nucleotide-binding protein subunit beta-5;Guanine nucleotide-binding protein G;Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-8
7076	GNAI1-GNB1-GNG10 complex	Human	G-protein alphai1-beta1-gamma10 complex	None	P50151;P62873;P63096	2790;2782;2770	MI:0019-coimmunoprecipitation	None	None	None	None	GNG10;GNB1;GNAI1	None	25733868	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	GNGT10;None;None	Guanine nucleotide-binding protein G;Guanine nucleotide-binding protein G;Guanine nucleotide-binding protein G
7077	GNAI1-GNB2-GNG10 complex	Human	G-protein alphai1-beta2-gamma10 complex	None	P50151;P62879;P63096	2790;2783;2770	MI:0019-coimmunoprecipitation	None	None	None	None	GNG10;GNB2;GNAI1	None	25733868	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	GNGT10;None;None	Guanine nucleotide-binding protein G;Guanine nucleotide-binding protein G;Guanine nucleotide-binding protein G
7078	GNAI1-GNB3-GNG10 complex	Human	G-protein alphai1-beta3-gamma10 complex	None	P16520;P50151;P63096	2784;2790;2770	MI:0019-coimmunoprecipitation	None	None	None	None	GNB3;GNG10;GNAI1	None	25733868	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	None;GNGT10;None	Guanine nucleotide-binding protein G;Guanine nucleotide-binding protein G;Guanine nucleotide-binding protein G
7079	GNAI1-GNB4-GNG10 complex	Human	G-protein alphai1-beta4-gamma10 complex	None	P50151;P63096;Q9HAV0	2790;2770;59345	MI:0019-coimmunoprecipitation	None	None	None	None	GNG10;GNAI1;GNB4	None	25733868	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	GNGT10;None;None	Guanine nucleotide-binding protein G;Guanine nucleotide-binding protein G;Guanine nucleotide-binding protein subunit beta-4
7080	GNAI1-GNB5-GNG10 complex	Human	G-protein alphai1-beta5-gamma10 complex	None	O14775;P50151;P63096	10681;2790;2770	MI:0019-coimmunoprecipitation	None	None	None	None	GNB5;GNG10;GNAI1	None	25733868	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	None;GNGT10;None	Guanine nucleotide-binding protein subunit beta-5;Guanine nucleotide-binding protein G;Guanine nucleotide-binding protein G
7081	GNAI1-GNB1-GNG11 complex	Human	G-protein alphai1-beta1-gamma11 complex	None	P61952;P62873;P63096	2791;2782;2770	MI:0019-coimmunoprecipitation	None	None	None	None	GNG11;GNB1;GNAI1	None	25733868	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	GNGT11;None;None	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-11;Guanine nucleotide-binding protein G;Guanine nucleotide-binding protein G
7082	GNAI1-GNB2-GNG11 complex	Human	G-protein alphai1-beta2-gamma11 complex	None	P61952;P62879;P63096	2791;2783;2770	MI:0019-coimmunoprecipitation	None	None	None	None	GNG11;GNB2;GNAI1	None	25733868	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	GNGT11;None;None	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-11;Guanine nucleotide-binding protein G;Guanine nucleotide-binding protein G
7083	GNAI1-GNB3-GNG11 complex	Human	G-protein alphai1-beta3-gamma11 complex	None	P16520;P61952;P63096	2784;2791;2770	MI:0019-coimmunoprecipitation	None	None	None	None	GNB3;GNG11;GNAI1	None	25733868	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	None;GNGT11;None	Guanine nucleotide-binding protein G;Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-11;Guanine nucleotide-binding protein G
7084	GNAI1-GNB4-GNG11 complex	Human	G-protein alphai1-beta4-gamma11 complex	None	P61952;P63096;Q9HAV0	2791;2770;59345	MI:0019-coimmunoprecipitation	None	None	None	None	GNG11;GNAI1;GNB4	None	25733868	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	GNGT11;None;None	Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-11;Guanine nucleotide-binding protein G;Guanine nucleotide-binding protein subunit beta-4
7085	GNAI1-GNB5-GNG11 complex	Human	G-protein alphai1-beta5-gamma11 complex	None	O14775;P61952;P63096	10681;2791;2770	MI:0019-coimmunoprecipitation	None	None	None	None	GNB5;GNG11;GNAI1	None	25733868	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	None;GNGT11;None	Guanine nucleotide-binding protein subunit beta-5;Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-11;Guanine nucleotide-binding protein G
7086	GNAI1-GNB1-GNG12 complex	Human	G-protein alphai1-beta1-gamma12 complex	None	P62873;P63096	2782;2770	MI:0019-coimmunoprecipitation	None	None	None	None	GNB1;GNAI1	None	25733868	None	None	Homo sapiens (Human);Homo sapiens (Human)	None;None	Guanine nucleotide-binding protein G;Guanine nucleotide-binding protein G
7087	GNAI1-GNB2-GNG12 complex	Human	G-protein alphai1-beta2-gamma12 complex	None	P62879;P63096;Q9UBI6	2783;2770;55970	MI:0019-coimmunoprecipitation	None	None	None	None	GNB2;GNAI1;GNG12	None	25733868	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	None;None;None	Guanine nucleotide-binding protein G;Guanine nucleotide-binding protein G;Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12
7088	GNAI1-GNB3-GNG12 complex	Human	G-protein alphai1-beta3-gamma12 complex	None	P16520;P63096;Q9UBI6	2784;2770;55970	MI:0019-coimmunoprecipitation	None	None	None	None	GNB3;GNAI1;GNG12	None	25733868	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	None;None;None	Guanine nucleotide-binding protein G;Guanine nucleotide-binding protein G;Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12
7089	GNAI1-GNB4-GNG12 complex	Human	G-protein alphai1-beta4-gamma12 complex	None	P63096;Q9HAV0;Q9UBI6	2770;59345;55970	MI:0019-coimmunoprecipitation	None	None	None	None	GNAI1;GNB4;GNG12	None	25733868	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	None;None;None	Guanine nucleotide-binding protein G;Guanine nucleotide-binding protein subunit beta-4;Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12
7090	GNAI1-GNB5-GNG12 complex	Human	G-protein alphai1-beta5-gamma12 complex	None	O14775;P63096;Q9UBI6	10681;2770;55970	MI:0019-coimmunoprecipitation	None	None	None	None	GNB5;GNAI1;GNG12	None	25733868	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	None;None;None	Guanine nucleotide-binding protein subunit beta-5;Guanine nucleotide-binding protein G;Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12
7091	FIP200-ULK1-ATG13-ATG101 complex	Human	RB1CC1-ULK1-ATG13-ATG101 complex; FIP200/Ulk1 complex	HEK293T cells	O75143;O75385;Q8TDY2;Q9BSB4	9776;8408;9821;60673	MI:0019-coimmunoprecipitation	GO:0006914	autophagy	None	None	ATG13;ULK1;RB1CC1;ATG101	None	27193190	WDR41 interacts with the C9orf72/SMCR8 dimer to form ternary complex, which then interacts with the FIP200/Ulk1/ATG13/ATG101 complex, which is essential for autophagy initiation.	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	KIAA0652;KIAA0722;FIP200 ,KIAA0203, RBICC;C12orf44	Autophagy-related protein 13;Serine/threonine-protein kinase ULK1;RB1-inducible coiled-coil protein 1;Autophagy-related protein 101
7092	GNAI1-GNB1-GNG13 complex	Human	G-protein alphai1-beta1-gamma13 complex	None	P62873;P63096;Q9P2W3	2782;2770;51764	MI:0019-coimmunoprecipitation	None	None	None	None	GNB1;GNAI1;GNG13	None	25733868	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	None;None;None	Guanine nucleotide-binding protein G;Guanine nucleotide-binding protein G;Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-13
7093	GNAI1-GNB2-GNG13 complex	Human	G-protein alphai1-beta2-gamma13 complex	None	P62879;P63096;Q9P2W3	2783;2770;51764	MI:0019-coimmunoprecipitation	None	None	None	None	GNB2;GNAI1;GNG13	None	25733868	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	None;None;None	Guanine nucleotide-binding protein G;Guanine nucleotide-binding protein G;Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-13
7094	GNAI1-GNB3-GNG13 complex	Human	G-protein alphai1-beta3-gamma13 complex	None	P16520;P63096;Q9P2W3	2784;2770;51764	MI:0019-coimmunoprecipitation	None	None	None	None	GNB3;GNAI1;GNG13	None	25733868	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	None;None;None	Guanine nucleotide-binding protein G;Guanine nucleotide-binding protein G;Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-13
7095	GNAI1-GNB4-GNG13 complex	Human	G-protein alphai1-beta4-gamma13 complex	None	P63096;Q9HAV0;Q9P2W3	2770;59345;51764	MI:0019-coimmunoprecipitation	None	None	None	None	GNAI1;GNB4;GNG13	None	25733868	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	None;None;None	Guanine nucleotide-binding protein G;Guanine nucleotide-binding protein subunit beta-4;Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-13
7096	GNAI1-GNB5-GNG13 complex	Human	G-protein alphai1-beta5-gamma13 complex	None	O14775;P63096;Q9P2W3	10681;2770;51764	MI:0019-coimmunoprecipitation	None	None	None	None	GNB5;GNAI1;GNG13	None	25733868	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	None;None;None	Guanine nucleotide-binding protein subunit beta-5;Guanine nucleotide-binding protein G;Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-13
7097	GNAS-L-GNB1-GNG1 complex	Human	G-protein alpha(s)-L-beta1-gamma1 complex	None	P62873;P63092;P63211	2782;2778;2792	MI:0019-coimmunoprecipitation	None	None	None	None	GNB1;GNAS;GNGT1	None	25733868	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	None;GNAS1 GSP GNAS-L;None	Guanine nucleotide-binding protein G;Guanine nucleotide-binding protein G;Guanine nucleotide-binding protein G
7098	ASAH1-NR5A1 complex	Human	Acid ceramidase-SF1 complex	H295R cells	Q13285;Q13510	2516;427	MI:0019-coimmunoprecipitation;MI:0096-pull down	GO:0003713;GO:0004879	transcription coactivator activity;RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding	None	None	NR5A1;ASAH1	None	22927646	The ability of the ASAH1 (acid ceramidase) to repress SF-1 (Steroidogenic Factor 1)-dependent gene transcription in H295R human adrenocortical cells requires a direct interaction with the receptor.	None	Homo sapiens (Human);Homo sapiens (Human)	AD4BP, FTZF1, SF1;ASAH, HSD33	Steroidogenic factor 1;Acid ceramidase
7099	ASAH1-NR5A1-SAPD complex	Human	Acid ceramidase-SF1-SAPD complex	H295R cells	P07602;Q13285;Q13510	5660;2516;427	MI:0019-coimmunoprecipitation	GO:0004879;GO:0003713	RNA polymerase II transcription factor activity, ligand-activated sequence-specific DNA binding;transcription coactivator activity	None	None	PSAP;NR5A1;ASAH1	The saponsin precursor is proteolytically processed to generate four main cleavage products including saposins A, B, C, and D. As no UniProtId is given for SAP-D, the ID of prosaposin is used.	22927646	ASAH1 and its coactivator protein SAP-D are expressed in the nuclear envelope and nucleoplasmic fractions. Endogenous ASAH1 and SAP-D coimmunoprecipitate with SF-1.	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	GLBA, SAP1;AD4BP, FTZF1, SF1;ASAH, HSD33	Prosaposin;Steroidogenic factor 1;Acid ceramidase
7100	DNAAF2-HEATR2-SPAG1 complex	Human	None	Primary airway epithelial cells;MCIDAS-regulated induced pluripotent stem cells	Q07617;Q86Y56;Q9NVR5	6674;54919;55172	MI:0019-coimmunoprecipitation;MI:0055-fluorescent resonance energy transfer	GO:0003341;GO:0060271	cilium movement;cilium assembly	None	None	SPAG1;DNAAF5;DNAAF2	FRET analysis of HEAT domain deletions and human mutations showed that HEATR2 interacted with itself and SPAG1 at multiple HEAT domains, while DNAAF2 interacted with SPAG1 (PMID:29358401).	29358401	None	Human mutations in HEATR2 did not affect this interaction, but triggered the formation of p62/Sequestosome-1-positive aggregates containing the early preassembly proteins, suggesting that degradation of an early preassembly complex is responsible for disease and pointing to key regions required for HEATR2 scaffold stability. It was speculated that HEATR2 is an early scaffold for the initiation of dynein complex assembly in motile cilia (PMID:29358401).OMIM:614874 Ciliary dyskinesia, primary, 18	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	None;HEATR2;C14orf104,KTU	Sperm-associated antigen 1;Dynein assembly factor 5, axonemal;Protein kintoun
7101	AURKB-VRK1 complex	Human	None	HeLa cells	Q96GD4;Q99986	9212;7443	MI:0096-pull down;MI:0019-coimmunoprecipitation	GO:0006338;GO:0035174	chromatin remodeling;histone serine kinase activity	None	None	AURKB;VRK1	None	29340707	VRK1 and\u00a0AURKB interaction inhibits phosphorylation of\u00a0histone H3 in\u00a0vivo (PMID:29340707).	None	Homo sapiens (Human);Homo sapiens (Human)	AIK2, AIM1, AIRK2, ARK2 STK1, STK12, STK5;None	Aurora kinase B;Serine/threonine-protein kinase VRK1
7102	SOX2-VRK1 complex	Human	None	None	P48431;Q99986	6657;7443	MI:0019-coimmunoprecipitation	GO:0008283;GO:0001010	cell proliferation;transcription factor activity, sequence-specific DNA binding transcription factor recruiting	None	None	SOX2;VRK1	None	27334688	Sox2 and VRK1 proteins synergistically cooperate in the activation of CCND1 gene expression and thus can contribute together to cell cycle progression and proliferation (PMID: 27334688).	None	Homo sapiens (Human);Homo sapiens (Human)	None;None	Transcription factor SOX-2;Serine/threonine-protein kinase VRK1
7103	NBS1-VRK1 complex	Human	None	HEK293T cells	O60934;Q99986	4683;7443	MI:0019-coimmunoprecipitation;MI:0096-pull down	GO:0042769	DNA damage response, detection of DNA damage	32.01.09	DNA damage response	NBN;VRK1	None	26869104	The preassembled NBS1\u2013VRK1 complex that is activated by DNA damage and that contributes to the stability of NBS1 thus facilitating the sequential steps inn DNA damage response (PMID:26869104).	None	Homo sapiens (Human);Homo sapiens (Human)	NBS, NBS1, P95;None	Nibrin;Serine/threonine-protein kinase VRK1
7104	NBS1\u2013RNF8-VRK1 complex	Human	None	None	O60934;O76064;Q99986	4683;9025;7443	MI:0019-coimmunoprecipitation	None	None	None	None	NBN;RNF8;VRK1	None	26869104	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	NBS, NBS1, P95;KIAA0646;None	Nibrin;E3 ubiquitin-protein ligase RNF8;Serine/threonine-protein kinase VRK1
7105	PRRX1-UCHL1 complex	Human	None	HELA cells	P09936;P54821	7345;5396	MI:0019-coimmunoprecipitation	None	None	None	None	UCHL1;PRRX1	None	29339092	None	None	Homo sapiens (Human);Homo sapiens (Human)	None;PMX1	Ubiquitin carboxyl-terminal hydrolase isozyme L1;Paired mesoderm homeobox protein 1
7106	PRRX2-UCHL1 complex	Human	None	HeLa cells	P09936;Q99811	7345;51450	MI:0019-coimmunoprecipitation	None	None	None	None	UCHL1;PRRX2	None	29339092	None	None	Homo sapiens (Human);Homo sapiens (Human)	None;PMX2,PRX2	Ubiquitin carboxyl-terminal hydrolase isozyme L1;Paired mesoderm homeobox protein 2
7107	IGF2R-PLAUR-PLG complex	Human	(M6P/IGFII-R)-(uPA-R)-PLG complex	human monocytes (PBMC); U937 cells	P00747;P11717;Q03405	5340;3482;5329	MI:0019-coimmunoprecipitation	GO:0005159;GO:0030377;GO:0036364;GO:0031639	insulin-like growth factor receptor binding;urokinase plasminogen activator receptor activity;transforming growth factor beta1 activation;plasminogen activation	None	None	PLG;IGF2R;PLAUR	None	10092105	Transforming growth factor- beta1 (TGF- beta1) is a critical cytokine for cell proliferation and differentiation. It is secreted by many cells in a latent pro-form (LTGF- beta1) from which biologically active TGF- beta1 is released. M6P/IGFII-R directly interacts with uPA-R and also binds Plg (plasminogen). Moreover, the M6P/IGFII-R - uPA-R complex can simultaneously recruit the ligands uPA, Plg and LTGF- beta1, and controls uPA-mediated activation of Plg to Plm for TGF-beta1 release. Plasmin generated from Plg in the complex mediates release of TGF-beta1 when M6P/IGFII-R is associated with uPA-R.	TGF-beta1 None mice exhibit a disastrous phenotype including multiorgan inflammatory syndrome, lack of Langerhans cells, progressive growth retardation and death by 4 weeks of age.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	None;MPRI;MO3, UPAR, CD87	Plasminogen;Cation-independent mannose-6-phosphate receptor;Urokinase plasminogen activator surface receptor
7108	IGF2R-PLAUR complex	Human	MPRI-UPAR complex	U937 cells	P11717;Q03405	3482;5329	MI:0019-coimmunoprecipitation	GO:0005159	insulin-like growth factor receptor binding	None	None	IGF2R;PLAUR	None	10092105	A direct interaction between uPA-R and M6P/IGFII-R is demonstrated. This binding is independent of the GPI part of uPA-R. The binding of M6P/IGFII-R to uPA-R is neither mediated nor inhibited by uPA. Experiments indicate that neither ligationof M6P/IGFII-R nor ligation of uPA-R prevents their mutual interaction.	None	Homo sapiens (Human);Homo sapiens (Human)	MPRI;MO3, UPAR, CD87	Cation-independent mannose-6-phosphate receptor;Urokinase plasminogen activator surface receptor
7109	IGF2R-PLAUR-PLAU complex	Human	IGF2R-uPAR-uPA complex	human monocytes (PBMC); U937 cells	P00749;P11717;Q03405	5328;3482;5329	MI:0019-coimmunoprecipitation	GO:0005159;GO:0030377	insulin-like growth factor receptor binding;urokinase plasminogen activator receptor activity	None	None	PLAU;IGF2R;PLAUR	None	10092105	It is shown that the mannose-6-phosphate/insulin-like growth factor II-receptor (M6P/IGFII-R), which binds LTGF- beta1, complexes with urokinase (plasminogen activator)-receptor (uPA-R) on the surface of human monocytes and directly binds plasminogen (Plg). Plasmin generated from Plg in the complex mediates release of TGF- beta1 when M6P/IGFII-R is associated with uPA-R. Thus, this interaction of M6P/IGFII-R and uPA-R suggests a potential mechanism for the generation of TGF- beta1 by cells. The M6P/IGFII-R-uPAR complex can simultaneously recruit the ligands uPA (Urokinase plasminogen activator), Plg (Plasminogen) and LTGF-beta1 (Latent transforming growth factor-beta1), and controls uPA-mediated activation of Plg to Plm for TGF-beta1 release.	TGF-beta1 None mice exhibit a disastrous phenotype including multiorgan inflammatory syndrome, lack of Langerhans cells, progressive growth retardation and death by 4 weeks of age.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	uPA;MPRI;MO3, UPAR, CD87	Urokinase-type plasminogen activator;Cation-independent mannose-6-phosphate receptor;Urokinase plasminogen activator surface receptor
